province_en,hr_uid,label_pr_hr,cases_30d_cumul_all_ages,cases_30d_cumul_0to19y,cases_30d_cumul_20to59y,cases_30d_cumul_60to79y,cases_30d_cumul_80plus,cases_30d_7dsmth_all_ages,cases_30d_7dsmth_0to19y,cases_30d_7dsmth_20to59y,cases_30d_7dsmth_60to79y,cases_30d_7dsmth_80plus,cases_30d_7d100ksmth_all_ages,cases_30d_7d100ksmth_0to19y,cases_30d_7d100ksmth_20to59y,cases_30d_7d100ksmth_60to79y,cases_30d_7d100ksmth_80plus,cases_30d_weektrends_all_ages,cases_30d_weektrends_0to19y,cases_30d_weektrends_20to59y,cases_30d_weektrends_60to79y,cases_30d_weektrends_80plus,hosp_30d_cumul_all_ages,hosp_30d_cumul_0to19y,hosp_30d_cumul_20to59y,hosp_30d_cumul_60to79y,hosp_30d_cumul_80plus,hosp_30d_7dsmth_all_ages,hosp_30d_7dsmth_0to19y,hosp_30d_7dsmth_20to59y,hosp_30d_7dsmth_60to79y,hosp_30d_7dsmth_80plus,hosp_30d_7d100ksmth_all_ages,hosp_30d_7d100ksmth_0to19y,hosp_30d_7d100ksmth_20to59y,hosp_30d_7d100ksmth_60to79y,hosp_30d_7d100ksmth_80plus,hosp_30d_weektrends_all_ages,hosp_30d_weektrends_0to19y,hosp_30d_weektrends_20to59y,hosp_30d_weektrends_60to79y,hosp_30d_weektrends_80plus,icu_30d_cumul_all_ages,icu_30d_cumul_0to19y,icu_30d_cumul_20to59y,icu_30d_cumul_60to79y,icu_30d_cumul_80plus,icu_30d_7dsmth_all_ages,icu_30d_7dsmth_0to19y,icu_30d_7dsmth_20to59y,icu_30d_7dsmth_60to79y,icu_30d_7dsmth_80plus,icu_30d_7d100ksmth_all_ages,icu_30d_7d100ksmth_0to19y,icu_30d_7d100ksmth_20to59y,icu_30d_7d100ksmth_60to79y,icu_30d_7d100ksmth_80plus,icu_30d_weektrends_all_ages,icu_30d_weektrends_0to19y,icu_30d_weektrends_20to59y,icu_30d_weektrends_60to79y,icu_30d_weektrends_80plus,cases_90d_cumul_all_ages,cases_90d_cumul_0to19y,cases_90d_cumul_20to59y,cases_90d_cumul_60to79y,cases_90d_cumul_80plus,cases_90d_7dsmth_all_ages,cases_90d_7dsmth_0to19y,cases_90d_7dsmth_20to59y,cases_90d_7dsmth_60to79y,cases_90d_7dsmth_80plus,cases_90d_7d100ksmth_all_ages,cases_90d_7d100ksmth_0to19y,cases_90d_7d100ksmth_20to59y,cases_90d_7d100ksmth_60to79y,cases_90d_7d100ksmth_80plus,cases_90d_weektrends_all_ages,cases_90d_weektrends_0to19y,cases_90d_weektrends_20to59y,cases_90d_weektrends_60to79y,cases_90d_weektrends_80plus,hosp_90d_cumul_all_ages,hosp_90d_cumul_0to19y,hosp_90d_cumul_20to59y,hosp_90d_cumul_60to79y,hosp_90d_cumul_80plus,hosp_90d_7dsmth_all_ages,hosp_90d_7dsmth_0to19y,hosp_90d_7dsmth_20to59y,hosp_90d_7dsmth_60to79y,hosp_90d_7dsmth_80plus,hosp_90d_7d100ksmth_all_ages,hosp_90d_7d100ksmth_0to19y,hosp_90d_7d100ksmth_20to59y,hosp_90d_7d100ksmth_60to79y,hosp_90d_7d100ksmth_80plus,hosp_90d_weektrends_all_ages,hosp_90d_weektrends_0to19y,hosp_90d_weektrends_20to59y,hosp_90d_weektrends_60to79y,hosp_90d_weektrends_80plus,icu_90d_cumul_all_ages,icu_90d_cumul_0to19y,icu_90d_cumul_20to59y,icu_90d_cumul_60to79y,icu_90d_cumul_80plus,icu_90d_7dsmth_all_ages,icu_90d_7dsmth_0to19y,icu_90d_7dsmth_20to59y,icu_90d_7dsmth_60to79y,icu_90d_7dsmth_80plus,icu_90d_7d100ksmth_all_ages,icu_90d_7d100ksmth_0to19y,icu_90d_7d100ksmth_20to59y,icu_90d_7d100ksmth_60to79y,icu_90d_7d100ksmth_80plus,icu_90d_weektrends_all_ages,icu_90d_weektrends_0to19y,icu_90d_weektrends_20to59y,icu_90d_weektrends_60to79y,icu_90d_weektrends_80plus
Nova Scotia,1201,1 Western (NS),495.6270447,113.5752501,314.2069251,62.16374833,5.681121163,1.659846484,0.358871979,1.179348928,0.121625577,1.992E-10,0.833402698,0.180188276,0.592146676,0.061067746,1E-10,0.155775305,0.121825646,0.165997555,0.160749385,0,12.98213803,0.885409382,8.627648359,1.743059411,1.726020881,0.016826663,0.003727705,0.007015411,0.006059581,2.39664E-05,0.008448605,0.001871667,0.003522411,0.003042493,1.20335E-05,0.154308569,0.13186607,0.167311302,0.156295057,-0.283468653,3.44724728,0,1.257524843,1.231357793,0.958364644,0.001942737,0,0.00109601,0.000846486,2.41966E-07,0.000975441,0,0.000550302,0.000425017,1.2149E-07,0.155401463,-1,0.167245209,0.140615954,-0.283394571,677.2070459,163.3318357,430.7779135,77.41617552,5.681121175,4.049943352,1.311265855,2.373264525,0.365412972,1.992E-10,2.033461377,0.658381671,1.191607223,0.183472484,1E-10,0.050831925,0.09557261,0.025555334,0.065244923,0,14.93596101,1.400900338,9.316826094,2.491749195,1.726485378,0.045448991,0.013538083,0.013980959,0.017928637,1.31245E-06,0.022819768,0.00679742,0.007019787,0.009001902,6.58978E-07,0.061160178,0.09460958,0.02489569,0.066013616,-0.283463158,3.658074912,0,1.36519355,1.334512029,0.958369333,0.004674523,0,0.002184338,0.002490172,1.32503E-08,0.002347061,0,0.001096748,0.001250306,6.6529E-09,0.048171435,-1,0.024912745,0.069463044,-0.283605479
Nova Scotia,1202,2 Northern (NS),890.5019759,255.3508622,538.704473,83.74347674,12.70316394,9.27265339,3.64831274,4.945854977,0.571832456,0.106653217,6.245472749,2.457272674,3.331215045,0.385150169,0.071834861,-0.097975306,-0.07192535,-0.117784866,-0.084919481,-0.093781768,27.81496599,2.361412954,14.08703495,8.321235026,3.045283057,0.109157585,0.037234255,0.02882119,0.028352763,0.014749378,0.073521644,0.025078639,0.01941213,0.019096627,0.009934248,-0.088994117,-0.072433131,-0.118979385,-0.081073479,-0.084540979,6.151690968,0.003050606,1.625408566,2.830906379,1.692325417,0.011635624,1.485E-10,0.004503735,0.004110761,0.003021128,0.007837021,1E-10,0.003033431,0.002768749,0.002034841,-0.092237793,0,-0.118909031,-0.072527481,-0.077281042,1264.574758,410.5253086,729.814229,107.1742692,17.06095166,3.89230146,1.667303624,1.933354261,0.245911682,0.045731893,2.621608042,1.12299025,1.302185129,0.165630553,0.03080211,-0.095767251,-0.092089368,-0.099164769,-0.094161972,-0.093750703,32.30044287,3.943903945,15.20256376,9.49448205,3.659493111,0.047203802,0.016993147,0.011288805,0.012395759,0.006526092,0.031793495,0.011445509,0.007603425,0.008348999,0.004395563,-0.094257579,-0.092197335,-0.09921431,-0.093496136,-0.092430117,6.627227009,0.003050615,1.799749202,3.004439051,1.81998814,0.004991223,1.485E-10,0.001764402,0.001857661,0.00136916,0.003361772,1E-10,0.00118839,0.001251203,0.000922179,-0.094430572,-2.921E-09,-0.09920738,-0.092073179,-0.091422402
Nova Scotia,1203,3 Eastern (NS),757.8045201,188.3298669,491.1535352,59.51464537,18.80647263,3.504911705,1.293831691,1.818733795,0.27402662,0.118319598,2.162351133,0.798227933,1.122065665,0.1690604,0.072997136,-0.04284051,-0.128619535,0.009557837,0.039646807,0.057504171,24.54179249,1.466837083,13.34171158,4.051562746,5.681681086,0.052621764,0.013123428,0.01069023,0.013367982,0.015440124,0.032464935,0.008096483,0.006595325,0.008247361,0.009525766,-0.010131609,-0.132579207,0.00662315,0.040282025,0.060384365,9.291632055,0,4.354063588,3.794296883,1.143271584,0.006437321,0,0.001673955,0.001848854,0.002914512,0.003971497,0,0.001032744,0.001140648,0.001798105,0.051619074,-1,0.005742079,0.049889243,0.081072104,899.9984785,230.966075,572.203922,72.38748576,24.44099574,1.371020914,0.382655869,0.79500349,0.134200474,0.059161082,0.845849732,0.236079086,0.490476463,0.082794824,0.036499359,-0.115652078,-0.112057625,-0.119009049,-0.109498745,-0.107308046,26.85018865,1.899832163,13.81548932,4.688045141,6.446822033,0.023654884,0.003893977,0.004634259,0.0067438,0.008382848,0.014593853,0.002402385,0.002859101,0.004160579,0.005171788,-0.108298377,-0.112098628,-0.119191634,-0.107077843,-0.101355898,9.60997641,0,4.428170951,3.885894818,1.295910641,0.003477048,0,0.000724526,0.001007177,0.001745346,0.002145161,0,0.000446995,0.000621377,0.001076789,-0.102705948,-1,-0.119220267,-0.101979316,-0.096092596
Nova Scotia,1204,4 Central (NS),5766.27389,1295.078796,3580.675474,661.4179608,229.1016591,11.18298222,5.18502052,4.801800056,1.038442335,0.157719309,2.422278635,1.123096163,1.04008908,0.224930759,0.034162633,-0.097172479,-0.046047614,-0.123916991,-0.17425123,-0.258675704,205.3470773,7.435684094,115.1337956,55.86677198,26.91082562,0.461654578,0.097379215,0.234169196,0.108247204,0.021858962,0.099996226,0.021092727,0.050721984,0.023446777,0.004734739,-0.169184216,-0.155137603,-0.152565108,-0.185630187,-0.298385786,91.07406701,0.000145015,56.16931487,30.18052144,4.724085683,0.282663841,4.617E-10,0.258807909,0.000309182,0.023546749,0.061226118,1E-10,0.056058827,6.69701E-05,0.00510032,-0.130593291,0,-0.124433299,-0.283468657,-0.190893307,6233.592771,1540.795723,3760.587848,698.4925665,233.7166333,5.205577225,2.987684513,1.771347962,0.399415033,0.047129718,1.127548828,0.647144404,0.383681047,0.086514892,0.010208485,-0.081838657,-0.069250027,-0.102985702,-0.079425893,-0.075890406,220.9970349,10.70271216,122.9727309,59.72565511,27.59593679,0.151146697,0.033680588,0.068075336,0.041393125,0.007997647,0.032738978,0.00729535,0.01474539,0.008965916,0.001732322,-0.092477337,-0.06939527,-0.113985799,-0.080312226,-0.060811499,101.5621829,0.000145044,65.90001217,30.18651375,5.475511907,0.103404573,4.617E-10,0.096073654,1.69314E-05,0.007313987,0.022397844,1E-10,0.020809937,3.66741E-06,0.001584239,-0.101491637,0,-0.102569763,-0.283467466,-0.086539813
New Brunswick,1301,1 Moncton (NB),1547.959027,277.0295644,1038.207402,177.1150529,55.60700751,17.36765849,3.446861756,12.59435605,1.138643007,0.187797674,7.798889277,1.547801807,5.655453694,0.511303855,0.084329921,-0.042373283,-0.004679099,-0.049826928,-0.087732659,0.103832138,50.14139199,0,35.16165074,12.78275791,2.196983343,0.628855115,0,0.487759597,0.114800117,0.0262954,0.282385298,0,0.219026825,0.051550611,0.011807862,-0.053438094,-1,-0.052259956,-0.085801892,0.089876182,11.51209827,0,11.51184927,0.000248998,0,0.243880008,0,0.243880008,2.227E-10,0,0.109513506,0,0.109513506,1E-10,0,-0.052260218,-1,-0.052260218,0,-1,2294.904245,437.9130777,1566.631022,224.7134658,65.64668045,7.290928963,1.514127996,5.168635058,0.497552986,0.110612922,3.273967401,0.679914141,2.320958382,0.223424514,0.049670365,-0.127881439,-0.141732175,-0.125437755,-0.113383822,-0.11298909,76.85654149,0,55.58447553,17.62051239,3.651553572,0.26695065,0,0.199230349,0.05078932,0.016930981,0.119873302,0,0.089463726,0.022806775,0.007602801,-0.121914874,-1,-0.125872097,-0.112601969,-0.102355987,21.72351473,0,21.72326571,0.000249012,0,0.099615186,0,0.099615186,2.227E-10,0,0.044731868,0,0.044731868,1E-10,0,-0.125872118,-1,-0.125872119,0,-1
New Brunswick,1302,2 Saint John (NB),543.5247057,124.0197657,325.6581031,69.54783027,24.29900664,6.622752763,2.052357317,4.093994862,0.42933231,0.047068275,3.756950739,1.16425988,2.322438655,0.243551344,0.02670086,0.106631918,-0.119786171,0.241023874,0.358251919,0.239658813,18.21453333,0.967136231,8.478589751,5.406664634,3.362142717,0.093401012,0.024757201,0.045444012,0.014681079,0.008518721,0.052984464,0.014044248,0.025779448,0.008328273,0.004832494,0.122482262,-0.133305961,0.232019184,0.345293813,0.244421,3.789634348,0.515785634,2.561212134,0.687646679,0.024989901,0.042986836,0.013203536,0.024261776,0.004742105,0.000779419,0.024385543,0.007490093,0.013763204,0.002690098,0.000442148,0.09966593,-0.13330596,0.231087071,0.344386017,0.254086915,900.8403237,180.2337553,590.9778734,102.2658121,27.36288278,4.553784611,0.553199519,3.488890938,0.46947668,0.042217475,2.583267876,0.313818652,1.979175708,0.266324416,0.023949101,-0.070567422,-0.069266124,-0.072374408,-0.059509226,-0.05936597,23.50585298,1.647620981,11.38666685,6.518583864,3.952981278,0.069393754,0.006749197,0.038080357,0.016009655,0.008554545,0.039365642,0.00382868,0.021602199,0.009081946,0.004852817,-0.06661849,-0.069315496,-0.072702083,-0.058606333,-0.051863193,6.128066218,0.878702465,4.112645358,1.05406364,0.082654756,0.030147902,0.003599489,0.020310449,0.005366606,0.000871358,0.017102282,0.002041916,0.011521698,0.003044365,0.000494303,-0.068574232,-0.069315497,-0.072720861,-0.055772837,-0.045646653
New Brunswick,1303,3 Fredericton (NB),1020.523522,190.6393696,630.4481393,165.5686453,33.86736746,11.13400563,3.212798989,6.846941817,0.883609134,0.190655691,6.070191325,1.75159823,3.732910527,0.48173826,0.103944309,-0.048079139,-0.00108463,-0.053996506,-0.142558432,-0.099811911,33.95902532,1.474526126,8.209060455,15.11213042,9.163308312,0.183868883,0.039325823,0.074868193,0.03002571,0.039649157,0.100244183,0.021440197,0.040817678,0.016369832,0.021616476,-0.065765616,-0.004209686,-0.053240433,-0.13638622,-0.087988775,8.435343874,0.786387624,4.11207039,3.250648429,0.286237431,0.075087397,0.020973289,0.039928774,0.010089112,0.004096222,0.040937186,0.011434508,0.021768922,0.005500522,0.002233235,-0.052555154,-0.004209686,-0.053240433,-0.128240857,-0.078081451,1513.590158,324.1919162,939.2737871,207.977205,42.14725008,4.887596313,1.127224931,3.16453163,0.510139526,0.085700226,2.66468742,0.614556093,1.725283163,0.278124929,0.046723236,-0.126035096,-0.15236095,-0.121153959,-0.097068392,-0.115009984,42.14596131,3.099608575,11.57830815,16.56274072,10.90530386,0.083994147,0.013662427,0.034403183,0.017449478,0.018479058,0.045793092,0.007448671,0.018756404,0.009513348,0.010074669,-0.118882264,-0.152368527,-0.121695958,-0.096636837,-0.108253116,11.77011629,1.653078272,5.908960674,3.739615758,0.468461589,0.033529636,0.00728646,0.018347937,0.005921342,0.001973897,0.018280151,0.003972533,0.010003183,0.003228279,0.001076156,-0.122769843,-0.152368526,-0.121695957,-0.09390919,-0.10304922
New Brunswick,1304,4 Edmundston (NB),1095.807766,191.7396837,622.7243564,209.5274336,71.81629265,6.584372901,1.293802279,4.144865559,1.062462855,0.083242207,13.6452375,2.681233223,8.589682844,2.201813021,0.172508408,-0.040519667,-0.046086923,-0.044730859,-0.006104261,-0.152210145,38.17552586,0.671028092,12.020471,17.7598221,7.724204662,0.113648313,0.015790847,0.045311523,0.036045177,0.016500766,0.23552102,0.032724431,0.093902108,0.074698837,0.034195645,-0.045461123,-0.048932477,-0.045895124,-0.005451125,-0.118727511,6.654487088,0.357873485,2.874373086,3.353757485,0.068483032,0.046108395,0.008421591,0.024165583,0.011869585,0.001651636,0.095553518,0.017452627,0.050079959,0.024598137,0.003422796,-0.036665434,-0.048932477,-0.045895124,6.99004E-06,-0.087959944,1364.158613,246.9655633,785.0868521,257.2812086,74.82498898,2.312880407,0.554223229,1.279368412,0.451343205,0.027945561,4.793137163,1.148553962,2.651320952,0.93534879,0.057913459,-0.150671508,-0.122611375,-0.166224831,-0.140148033,-0.131503762,42.87515655,1.343784292,13.78682194,19.38663152,8.357918792,0.042208715,0.006731566,0.013858467,0.0154855,0.006133182,0.087471951,0.013950276,0.028719831,0.032091641,0.012710204,-0.143474977,-0.123199682,-0.166534639,-0.138626112,-0.123380094,8.56776091,0.716668513,3.816404991,3.899684904,0.135002501,0.016964368,0.003590086,0.00739101,0.005319414,0.000663858,0.035156398,0.007439975,0.015316887,0.011023779,0.001375757,-0.145836455,-0.123199682,-0.166534639,-0.134530005,-0.117428545
New Brunswick,1305,5 Campbellton (NB),544.5200677,118.9786108,329.7169794,73.874518,21.94995949,2.75544567,1.229023832,1.266706075,0.231008864,0.028706899,10.93474213,4.877272243,5.026810886,0.916738218,0.113920786,-0.326717672,-0.369219187,-0.261107947,-0.392042874,-0.423927826,10.3167407,1.164241147,2.310060287,3.357272766,3.485166503,0.043018851,0.014542606,0.013589122,0.007888791,0.006998331,0.170716499,0.057711044,0.053927229,0.031305968,0.027772258,-0.338466841,-0.373280582,-0.262774846,-0.381747867,-0.341770733,14.69943851,0.620721025,4.561635222,7.566063563,1.951018699,0.018638737,0.007755878,0.007247365,0.002818654,0.00081684,0.073966176,0.030778514,0.028760527,0.011185578,0.003241558,-0.327885669,-0.373280581,-0.262774852,-0.357498702,-0.282553533,586.4268432,135.0738794,352.0907149,76.97858112,22.28366775,0.063138936,0.019920204,0.038335929,0.004500573,0.00038223,0.250561277,0.079051564,0.152132739,0.017860127,0.001516847,-0.350644778,-0.354309957,-0.349406304,-0.344906968,-0.349490048,10.9732742,1.354586543,2.549115595,3.469608052,3.599964007,0.001131775,0.000236789,0.000407977,0.000195901,0.000291108,0.00449135,0.000939675,0.00161902,0.000777417,0.001155237,-0.330446325,-0.354233242,-0.34948573,-0.324351803,-0.283968748,14.98823308,0.722236228,4.689128453,7.610241078,1.966627325,0.000488012,0.000126284,0.000217583,9.71065E-05,4.7038E-05,0.001936631,0.000501149,0.000863458,0.000385359,0.000186666,-0.334978631,-0.35423322,-0.349485738,-0.301250974,-0.274342821
New Brunswick,1306,6 Bathurst (NB),262.8302228,47.87004042,163.3876099,40.14130432,11.43126816,2.776242875,0.504796984,1.92951789,0.295278056,0.046649945,3.61664197,0.657604554,2.513604067,0.384661955,0.060771394,0.140055967,0.1493145,0.12632269,0.217504412,0.156839428,1.013967698,0.064607677,0.859788489,0.078754807,0.010816726,0.023649331,0.001400242,0.020507935,0.001622046,0.000119108,0.030808242,0.00182411,0.026715911,0.002113058,0.000155164,0.132281665,0.150328094,0.124960669,0.213290964,0.163470008,79.13887311,0.010337228,79.10602604,0.015433392,0.007076457,0.011589728,0.000224039,0.01093731,0.000317337,0.000111042,0.015098066,0.000291858,0.014248154,0.000413398,0.000144656,0.128047102,0.150328096,0.124960669,0.210612791,0.170475821,474.7800701,86.22402535,305.1652085,67.74261298,15.64822323,2.779496531,0.441543195,1.829704135,0.439555901,0.0686933,3.620880543,0.575203151,2.383575596,0.572614282,0.089487514,-0.118636407,-0.151643166,-0.120438884,-0.081849767,-0.073914084,2.775551048,0.169812216,2.354354302,0.229473352,0.021911178,0.022895788,0.001197701,0.019111628,0.002397137,0.000189323,0.029826594,0.001560258,0.024896926,0.003122777,0.000246633,-0.11870651,-0.152367706,-0.12158076,-0.081124143,-0.058780372,79.99321811,0.027169955,79.90310925,0.045182673,0.017756239,0.011056016,0.000191632,0.010192631,0.000481228,0.000190525,0.014402793,0.000249641,0.013278052,0.000626902,0.000248199,-0.119024439,-0.152367726,-0.12158076,-0.075916032,-0.045093094
New Brunswick,1307,7 Miramichi (NB),158.7083317,29.15493259,102.077053,23.1440399,4.332306174,0.844543767,0.065165404,0.599760203,0.168632253,0.010985906,1.910041087,0.147379692,1.356432521,0.381382877,0.024845997,-0.121680132,-0.189426666,-0.147913381,0.021879851,-0.103666083,2.902624871,0,0,2.902624871,0,0.005791114,0,0,0.005791114,0,0.013097326,0,0,0.013097326,0,0.017037248,-1,-1,0.017037248,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,217.7058717,33.2142373,144.8927343,34.63508832,4.963811788,1.006884005,0.082232382,0.706555644,0.206925072,0.011170907,2.277193787,0.18597879,1.597963732,0.467986864,0.0252644,-0.027598624,0.011696232,-0.039062937,-0.004039507,0.002996796,3.29802342,0,0,3.29802342,0,0.007102539,0,0,0.007102539,0,0.016063279,0,0,0.016063279,0,-0.005228241,-1,-1,-0.005228241,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
Quebec,2401,Bas Saint Laurent (QC),4693.980536,1255.083681,2571.770067,644.5639911,222.5627965,22.40533234,7.436387372,12.98750335,1.66798142,0.313460196,11.35470568,3.76865599,6.58188309,0.845309403,0.158857196,0.443178869,0.459429604,0.436860029,0.449759688,0.304735717,120.8374051,4.10295742,29.97708428,51.21513794,35.54222548,0.303941946,0.019491583,0.143234372,0.098386287,0.042829703,0.154033481,0.009878059,0.072589155,0.04986078,0.021705488,0.379879095,0.47658246,0.455431921,0.333368632,0.228437068,48.96613984,1.536863888,11.61427213,34.32968577,1.485318043,0.090704764,0.00303202,0.044489222,0.0360465,0.007137023,0.045967892,0.001536585,0.022546509,0.018267856,0.003616942,0.369565339,0.477380904,0.442697407,0.278101717,0.389636068,7112.422039,2140.468575,3866.320453,845.3215859,260.3114243,38.62093281,15.50380408,19.38299985,3.033877199,0.700251677,19.57254275,7.857108728,9.823030299,1.537526074,0.35487765,-0.055145006,-0.04300458,-0.060361029,-0.085107384,-0.041075582,154.1503973,6.379812609,43.96890454,62.97563043,40.82604971,0.531684751,0.039549813,0.20842197,0.180017736,0.103695232,0.269450315,0.020043286,0.105625308,0.091230444,0.052551278,-0.05948269,-0.043998331,-0.060642285,-0.080642097,-0.024097462,59.25101452,1.891041362,16.17128752,38.71437308,2.474312566,0.167851857,0.006152193,0.070853806,0.070088595,0.020757263,0.085064948,0.003117844,0.035907707,0.035519909,0.010519487,-0.055428561,-0.043998331,-0.053572757,-0.071405549,-0.007950013
Quebec,2402,Saguenay (QC),11944.43906,2662.753741,6238.01077,1928.657602,1115.016946,26.01350449,9.609532496,14.49570616,1.498479199,0.409786633,9.36424732,3.459204775,5.218111909,0.539417126,0.147513511,0.377287382,0.153948226,0.576596085,0.405563854,0.367978783,517.2242033,2.266819152,73.09568991,211.9948521,229.8668421,0.31382698,0.008485557,0.180574478,0.066719763,0.058047182,0.112970302,0.0030546,0.065002548,0.024017539,0.020895615,0.548073825,0.40663122,0.700230987,0.397924994,0.357675195,94.25159704,1.317181823,26.76944122,46.66393136,19.50104264,0.101867629,0.008485557,0.060535532,0.032763219,8.33207E-05,0.036669941,0.0030546,0.021791362,0.011793985,2.99935E-05,0.514393007,0.40663122,0.613833792,0.384334476,0.481087947,14914.49186,3558.548232,8028.682314,2154.742852,1172.518461,48.38097919,17.44117049,25.49314264,4.312528541,1.134137519,17.41601002,6.278409513,9.176929343,1.552408437,0.408262725,-0.053739524,-0.016306237,-0.081172493,-0.038725569,-0.027961739,564.2537697,3.457477051,100.4433369,221.9903745,238.3625813,0.83292857,0.024762279,0.438672974,0.191995767,0.17749755,0.299834616,0.008913836,0.157911912,0.069113942,0.063894927,-0.047427221,-0.017793876,-0.067905802,-0.035531944,-0.011085923,109.3361511,2.507839722,35.61102344,51.6943526,19.52293535,0.268772448,0.024762279,0.143311541,0.100117869,0.000580759,0.096751734,0.008913836,0.051588771,0.036040069,0.000209059,-0.045139068,-0.017793876,-0.062555561,-0.026386856,0.034737066
Quebec,2403,Capitale Nationale (QC),34732.19357,6918.125644,19805.31984,4732.147083,3276.601002,49.34302595,14.75457828,32.80162643,1.560378406,0.226442831,6.573416988,1.965586699,4.36979217,0.207871684,0.030166434,0.466163652,0.810089663,0.365926567,0.178931261,0.368485491,1587.466304,28.57034624,293.2763964,556.3388113,709.2807505,0.565026866,0.009616373,0.361479153,0.163977811,0.029953529,0.075272181,0.001281081,0.048155806,0.021844922,0.003990372,0.308025133,0.804306332,0.369768437,0.177788056,0.273722993,293.0633505,3.155047963,97.49655397,168.5194667,23.89228186,0.199621863,0.007867942,0.133943306,0.055865844,0.001944772,0.026593378,0.001048158,0.017843762,0.007442379,0.00025908,0.307291828,0.804306319,0.357910156,0.161936214,0.201311344,44474.89957,9506.227186,26592.98352,5044.718461,3330.970394,216.0973149,54.50748301,152.069737,8.104766823,1.415328059,28.78821745,7.26141958,20.25854259,1.079707028,0.188548256,-0.019691957,0.01211537,-0.033216767,0.02398285,0.030328442,1702.021258,30.20383952,367.0164851,588.7167425,716.0841912,2.691896772,0.034143572,1.634084904,0.839813657,0.183854638,0.358611164,0.004548565,0.217690773,0.111878938,0.024492888,-0.011163451,0.010364959,-0.035568638,0.025900972,0.047413245,333.2730386,4.491542466,125.1485269,179.3154047,24.31756461,0.958864326,0.02793565,0.633391811,0.28555244,0.011984424,0.127738721,0.003721553,0.084379675,0.038040943,0.00159655,-0.004283927,0.010364959,-0.023036205,0.035500659,0.065173199
Quebec,2404,Mauricie (QC),18045.99926,4178.418325,9916.207003,2409.159794,1542.214138,61.98377746,21.13826434,38.37427811,1.817610109,0.653624908,11.91342773,4.062824094,7.375626456,0.349348936,0.125628244,0.138177557,0.148667884,0.132176566,0.145306562,0.1365048,991.842689,36.45207086,189.8582074,360.7795439,404.7528668,1.245722252,0.031078329,0.894388392,0.143617938,0.176637592,0.239430745,0.005973328,0.171903551,0.027603705,0.03395016,0.150326238,0.163266291,0.149189322,0.158591472,0.14717363,189.9705161,0.00045506,50.74881195,110.9211786,28.30007046,0.191478285,5.203E-10,0.093344799,0.079104973,0.019028513,0.036802577,1E-10,0.01794109,0.015204162,0.003657325,0.155503893,0,0.15427794,0.157844155,0.151826736,22353.99238,5549.137278,12672.32192,2539.759349,1592.773837,55.64827171,16.41134341,36.76759337,1.718054373,0.751280558,10.69572863,3.15429878,7.066817872,0.330214089,0.144397889,-0.107690115,-0.113209951,-0.106001135,-0.102775509,-0.079157077,1079.783399,38.44638518,251.195224,371.1521312,418.989659,1.175239476,0.023708224,0.788510443,0.138222827,0.224797982,0.22588379,0.004556776,0.151553561,0.026566752,0.043206701,-0.100476452,-0.113874217,-0.110697751,-0.098958402,-0.062142351,204.1508726,0.000455092,57.6242452,116.6274008,29.89877149,0.199189617,5.203E-10,0.095152493,0.077398335,0.026638788,0.038284713,1E-10,0.018288533,0.014876142,0.005120038,-0.088457311,0,-0.095943989,-0.092587054,-0.047695591
Quebec,2405,Estrie (QC),18179.01407,4259.334177,10222.34195,2356.854503,1340.483436,76.71389595,29.75515223,43.28799878,3.01107466,0.659670288,15.67256122,6.078943576,8.843688652,0.61515911,0.134769886,0.117121208,0.120865374,0.110328959,0.1691444,0.173007255,756.6058714,7.858398415,178.704031,261.2961962,308.7472457,1.439423665,4.895E-10,1.011541192,0.281648098,0.146234375,0.294072609,1E-10,0.206656709,0.057540384,0.029875516,0.12564694,-1.81454E-06,0.107702076,0.167623453,0.176002874,157.8841446,0,30.66758196,83.12449123,44.0920714,0.486950018,0,0.347606119,0.099435975,0.039907924,0.099483332,0,0.071015533,0.020314656,0.008153143,0.129058899,-1,0.112557875,0.168773961,0.181667084,23163.60927,6222.274627,12966.69425,2584.168049,1390.472345,66.80070658,27.03004647,35.63997193,3.382374821,0.748313357,13.64730797,5.522207587,7.281205512,0.691015308,0.152879563,-0.08377669,-0.075236396,-0.092122458,-0.066588648,-0.064122453,853.3875166,7.858398445,242.4438309,282.6648238,320.4204635,1.330441357,4.895E-10,0.824329554,0.320925946,0.185185856,0.271807648,1E-10,0.168409585,0.065564804,0.037833259,-0.080197125,-1.81454E-06,-0.092699597,-0.064021008,-0.050390222,191.5770867,0,53.25517818,90.86746677,47.45444177,0.478890066,0,0.302913683,0.119812175,0.056164207,0.097836693,0,0.061884919,0.02447749,0.011474283,-0.072576114,-1,-0.084571303,-0.056903142,-0.038720378
